University Name,City,State,Zip,URL,Bachelors,Masters,DNP,Post-Grad
Western New Mexico University,Silver City,NM,zip,"https://sonak.wnmu.edu",1,0,0,0
Western University of Health Sciences,Pomona,CA,zip,"http://www.westernu.edu/",0,1,1,1
Western Washington University,Bellingham,WA,zip,"http://www.wwu.edu/BSN",1,0,0,0
Westfield State University,Westfield,MA,zip,"http://www.westfield.ma.edu/nursing",1,0,0,0
Westminster College - PA,New Wilmington,PA,zip,"http://www.westminster.edu/academics/majors-programs/nursing",1,0,0,0
Westminster College - UT,Salt Lake City,UT,zip,"https://westminstercollege.edu/academics/academic-schools/school-of-nursing-and-health-sciences.html",1,1,1,0
Wheeling University,Wheeling,WV,zip,"http://www.wju.edu/",1,1,0,1
Wichita State University,Wichita,KS,zip,"http://www.wichita.edu/nurs",1,1,1,0
Widener University,Chester,PA,zip,"http://www.widener.edu",1,1,1,1
Wilkes University,Wilkes Barre,PA,zip,"http://www.wilkes.edu",1,1,1,1
William Carey University,Hattiesburg,MS,zip,"http://www.wmcarey.edu",1,1,0,0
William Jewell College,Liberty,MO,zip,"http://www.jewell.edu",1,0,0,0
William Paterson University of New Jersey,Wayne,NJ,zip,"http://www.wpunj.edu/",1,1,1,1
William Peace University,Raleigh,NC,zip,"https://www.peace.edu/online-nursing-program-bsn/",1,0,0,0
William Penn University,Oskaloosa,IA,zip,"http://www.wmpenn.edu/nursing",1,0,0,0
Wilmington University,New Castle,DE,zip,"http://www.wilmu.edu",1,1,1,1
Winona State University,Winona,MN,zip,"http://www.winona.edu/nursing/",1,1,1,1
Winston-Salem State University,Winston-Salem,NC,zip,"http://www.wssu.edu",1,1,1,1
Wisconsin Lutheran College,Milwaukee,WI,zip,"http://www.wlc.edu/academics/nursing/",1,0,0,0
Wittenberg University,Springfield,OH,zip,"http://www.wittenberg.edu/academics/nursing",1,0,0,0
Wm. S. Middleton Memorial Veterans Hospital,Madison,WI,zip,"http://www.madison.va.gov/",0,0,0,0
Worcester State University,Worcester,MA,zip,"http://www.worcester.edu",1,1,0,0
World Mission University,Los Angeles,CA,zip,"http://en.wmu.edu/rn-to-b-s-in-nursingrn-to-bsn/",1,0,0,0
Wright State University,Dayton,OH,zip,"http://www.wright.edu",1,1,0,0
Xavier University,Cincinnati,OH,zip,"http://www.xavier.edu/nursing/",1,1,1,1
Yale University,Orange,CT,zip,"http://www.nursing.yale.edu",0,1,1,1
York College of Pennsylvania,York,PA,zip,"http://www.ycp.edu/academics/academic-departments/nursing/",1,1,0,1
Youngstown State University,Youngstown,OH,zip,"http://nursing.ysu.edu/",1,1,0,1
